Gene	numberofposfactors	txids	interpolyAdist
ENSG00000184863.10	5	ENST00000287912.7_ENST00000392759.7_ENST00000392761.3_ENST00000392755.2_ENST00000401878.7,ENST00000341148.7	NA
ENSG00000105982.16	3	ENST00000392741.6_ENST00000405335.5_ENST00000392743.6,ENST00000432459.6,ENST00000311822.12,ENST00000317955.9	NA
ENSG00000105983.20	3	ENST00000415428.5_ENST00000359422.8_ENST00000353442.9	NA
ENSG00000130675.14	2	ENST00000543409.5,ENST00000252971.10_ENST00000469500.5	10802
ENSG00000009335.17	2	ENST00000389103.4,ENST00000611269.4_ENST00000348165.9	80076
ENSG00000105993.14	4	ENST00000429029.6_ENST00000634080.1_ENST00000443280.5_ENST00000262177.8	NA
ENSG00000155093.17	2	ENST00000404321.3_ENST00000389418.8,ENST00000389416.8,ENST00000389413.7,ENST00000409483.5	571769
ENSG00000146918.19	3	ENST00000409339.3_ENST00000441982.5_ENST00000409423.5,ENST00000356309.7	NA
ENSG00000117868.15	2	ENST00000275418.11_ENST00000251527.9	2616
ENSG00000106018.13	4	ENST00000421760.2_ENST00000402066.5_ENST00000377633.7_ENST00000262178.6	NA
ENSG00000172748.13	2	ENST00000320552.6,ENST00000398612.2,ENST00000308811.8_ENST00000640035.1	17361
ENSG00000147364.16	3	ENST00000350302.7_ENST00000352684.2,ENST00000276326.9_ENST00000382824.5	NA
ENSG00000104714.13	3	ENST00000522893.1_ENST00000262109.7_ENST00000522706.5	NA
ENSG00000198010.12	5	ENST00000522499.1_ENST00000518530.2_ENST00000421627.7,ENST00000637795.1_ENST00000520901.5_ENST00000612087.1	NA
ENSG00000182372.9	6	ENST00000520991.3_ENST00000635751.1_ENST00000519254.2_ENST00000637156.1,ENST00000637083.1_ENST00000331222.5_ENST00000636934.1	NA
ENSG00000104728.15	2	ENST00000398560.2_ENST00000349830.7,ENST00000398564.5,ENST00000522435.5,ENST00000518288.5,ENST00000520359.5	54545
ENSG00000183117.18	2	ENST00000400186.7,ENST00000602723.5,ENST00000520002.5,ENST00000602557.5,ENST00000635120.1_ENST00000335551.11,ENST00000537824.2	2745
ENSG00000147316.12	3	ENST00000522905.1_ENST00000519480.5_ENST00000344683.9	NA
ENSG00000091879.13	4	ENST00000523120.2_ENST00000338312.10_ENST00000629816.2_ENST00000325203.9	NA
ENSG00000155189.11	2	ENST00000518327.1_ENST00000285518.10	1971
ENSG00000164871.17	5	ENST00000317900.7_ENST00000528168.3,ENST00000398462.6_ENST00000458665.5,ENST00000297498.6_ENST00000359758.9,ENST00000361111.6_ENST00000528943.5	NA
ENSG00000178287.18	5	ENST00000400125.6_ENST00000642566.1_ENST00000434307.6,ENST00000326625.5,ENST00000454911.6_ENST00000326558.9,ENST00000351436.8_ENST00000528033.3	NA
ENSG00000173281.4	2	ENST00000519699.1_ENST00000310455.3	3308
ENSG00000173273.15	4	ENST00000520408.5_ENST00000518281.5_ENST00000517770.1_ENST00000310430.10	NA
ENSG00000175806.14	5	ENST00000521209.6_ENST00000518255.5_ENST00000521686.1_ENST00000441698.6_ENST00000528246.5,ENST00000382490.9,ENST00000317173.8	NA
ENSG00000184647.10	2	ENST00000328655.7_ENST00000522210.1	15348
ENSG00000171060.10	2	ENST00000521818.1_ENST00000304519.9	7622
ENSG00000254093.8	2	ENST00000519088.5_ENST00000314787.7	196
ENSG00000171044.10	3	ENST00000297303.4_ENST00000416569.2_ENST00000382461.7	NA
ENSG00000104643.9	2	ENST00000526292.1_ENST00000221086.7	5089
ENSG00000154319.14	3	ENST00000528897.1_ENST00000534308.1_ENST00000284486.8	NA
ENSG00000136573.13	2	ENST00000529894.1_ENST00000645242.1,ENST00000259089.8	76
ENSG00000136574.17	3	ENST00000532059.5_ENST00000622443.2_ENST00000528712.5,ENST00000335135.8	NA
ENSG00000154328.15	2	ENST00000528323.5_ENST00000455213.6,ENST00000403422.7,ENST00000436750.7,ENST00000284503.6	972
ENSG00000079459.12	7	ENST00000525777.5_ENST00000443614.6_ENST00000530664.5_ENST00000525900.5_ENST00000528812.5,ENST00000525954.5_ENST00000528643.5_ENST00000538689.4,ENST00000615631.4,ENST00000618539.4,ENST00000622850.2,ENST00000623368.3,ENST00000220584.8	NA
ENSG00000164733.20	4	ENST00000345125.7,ENST00000453527.6,ENST00000533455.5,ENST00000534510.5_ENST00000531089.5_ENST00000530640.6_ENST00000353047.10	NA
ENSG00000205882.8	2	ENST00000382205.4_ENST00000526438.5	754
ENSG00000215343.7	2	ENST00000400078.3_ENST00000400085.7	2358
ENSG00000186523.14	5	ENST00000533513.1_ENST00000524571.6_ENST00000534520.5_ENST00000533852.6_ENST00000448228.6	NA
ENSG00000145002.12	2	ENST00000309608.6_ENST00000262365.8	147
ENSG00000154359.12	3	ENST00000524526.2,ENST00000533751.5_ENST00000525024.5_ENST00000398246.7	NA
ENSG00000250305.8	3	ENST00000400069.7,ENST00000528753.2_ENST00000524591.6_ENST00000447063.6	NA
ENSG00000164741.14	5	ENST00000511869.1_ENST00000316609.9_ENST00000520226.5,ENST00000512044.6_ENST00000358919.6_ENST00000276297.8	NA
ENSG00000185053.13	2	ENST00000421524.6_ENST00000382080.5	510
ENSG00000104723.20	5	ENST00000509380.5_ENST00000511783.2_ENST00000503731.5_ENST00000506802.5_ENST00000382020.8	NA
ENSG00000038945.14	5	ENST00000381998.8_ENST00000522672.5_ENST00000445506.6_ENST00000262101.9_ENST00000350896.3	NA
ENSG00000155970.11	2	ENST00000517398.1_ENST00000318063.9	40677
ENSG00000198791.11	5	ENST00000628418.1_ENST00000519918.5_ENST00000523917.5_ENST00000518541.5_ENST00000361272.8	NA
ENSG00000155975.9	3	ENST00000521005.1_ENST00000521976.1_ENST00000324849.8	NA
ENSG00000003987.13	2	ENST00000521857.5_ENST00000180173.9	3621
ENSG00000003989.17	3	ENST00000640220.1_ENST00000522656.5_ENST00000004531.14,ENST00000398090.3,ENST00000470360.5,ENST00000494857.5	NA
ENSG00000129422.14	4	ENST00000519066.5_ENST00000634613.1_ENST00000519263.5_ENST00000297488.10,ENST00000381861.7,ENST00000544260.3,ENST00000262102.10,ENST00000381869.5	NA
ENSG00000104760.16	2	ENST00000518650.5_ENST00000522444.5,ENST00000381840.5,ENST00000398054.5,ENST00000381841.4,ENST00000427924.4,ENST00000398056.6	204
ENSG00000078674.17	5	ENST00000518537.5_ENST00000522275.5_ENST00000519253.5_ENST00000325083.12,ENST00000524226.5_ENST00000327578.9	NA
ENSG00000104763.18	12	ENST00000636269.1_ENST00000637872.1,ENST00000637561.1,ENST00000636537.1_ENST00000637638.1_ENST00000314146.10_ENST00000636455.1_ENST00000636815.1,ENST00000636997.1_ENST00000636128.1_ENST00000637636.1_ENST00000635756.1,ENST00000636577.1_ENST00000637922.1,ENST00000636691.1,ENST00000637528.1,ENST00000520781.6,ENST00000636171.1,ENST00000637991.1,ENST00000381733.9_ENST00000262097.11_ENST00000637790.1	NA
ENSG00000156006.4	2	ENST00000520116.1_ENST00000286479.3	225
ENSG00000156011.16	4	ENST00000520858.5_ENST00000615573.4,ENST00000428502.6,ENST00000286485.12,ENST00000523619.5_ENST00000614430.3_ENST00000327040.12,ENST00000440756.4	NA
ENSG00000104611.11	3	ENST00000519207.5_ENST00000518040.5_ENST00000265807.7	NA
ENSG00000147408.14	2	ENST00000522854.5_ENST00000454498.6,ENST00000332246.10	1619
ENSG00000036565.14	3	ENST00000381608.8_ENST00000519026.5_ENST00000265808.11,ENST00000276373.9,ENST00000437980.3,ENST00000440926.3	NA
ENSG00000147416.10	2	ENST00000519667.1_ENST00000276390.6	10286
ENSG00000061337.15	3	ENST00000616228.1_ENST00000522290.5_ENST00000265801.6,ENST00000381569.5	NA
ENSG00000168546.10	4	ENST00000517892.5_ENST00000518077.5_ENST00000517328.5_ENST00000524240.5	NA
ENSG00000130227.16	2	ENST00000433566.8_ENST00000252512.13	300
ENSG00000158806.13	2	ENST00000521157.5_ENST00000397940.5,ENST00000289820.10,ENST00000381530.9,ENST00000518119.5	34
ENSG00000158856.18	2	ENST00000517600.5_ENST00000415253.5,ENST00000523266.5,ENST00000523782.6,ENST00000358242.5,ENST00000381470.7,ENST00000432128.5,ENST00000443491.6,ENST00000517305.4,ENST00000519907.5,ENST00000265800.9	841
ENSG00000168476.11	2	ENST00000523293.2_ENST00000334530.9,ENST00000306306.7	231
ENSG00000168484.12	3	ENST00000522109.5_ENST00000437090.6_ENST00000318561.7,ENST00000520605.5,ENST00000521315.5,ENST00000524255.5	NA
ENSG00000168487.17	2	ENST00000306349.12_ENST00000354870.5,ENST00000306385.9	10844
ENSG00000168495.12	2	ENST00000306433.8_ENST00000397802.8	3433
ENSG00000197181.11	3	ENST00000454009.6,ENST00000611073.1_ENST00000521356.5_ENST00000356766.10	NA
ENSG00000104635.13	4	ENST00000289952.9_ENST00000359741.9_ENST00000381237.5_ENST00000240095.10	NA
ENSG00000120910.14	4	ENST00000518852.5_ENST00000521651.5_ENST00000397775.7_ENST00000240139.9,ENST00000289963.12	NA
ENSG00000120896.13	3	ENST00000517962.1_ENST00000523965.5_ENST00000240123.11	NA
ENSG00000120913.23	4	ENST00000614502.4_ENST00000443561.3_ENST00000409417.5,ENST00000397761.6,ENST00000339162.11,ENST00000622702.1,ENST00000464275.5,ENST00000308354.11,ENST00000397760.8,ENST00000409141.5_ENST00000265810.8	NA
ENSG00000241852.9	2	ENST00000495957.1_ENST00000409586.7,ENST00000615223.2,ENST00000289989.9,ENST00000614574.4	1222
ENSG00000158941.16	4	ENST00000518989.1_ENST00000613179.1_ENST00000520738.5,ENST00000520861.5,ENST00000389279.7_ENST00000308511.8	NA
ENSG00000147439.12	5	ENST00000522268.1_ENST00000520292.1_ENST00000399977.8_ENST00000519513.5_ENST00000276416.10	NA
ENSG00000179388.8	3	ENST00000519492.1_ENST00000522910.1_ENST00000317216.2	NA
ENSG00000008853.16	2	ENST00000519685.5_ENST00000522948.5,ENST00000251822.6	1758
ENSG00000120889.12	2	ENST00000347739.3_ENST00000276431.8	2178
ENSG00000104689.9	2	ENST00000613472.1_ENST00000221132.7	1197
ENSG00000104679.10	3	ENST00000520480.5_ENST00000411463.2,ENST00000625275.2_ENST00000265806.10	NA
ENSG00000197217.12	3	ENST00000417069.6_ENST00000358689.8_ENST00000518471.5,ENST00000356206.10	NA
ENSG00000147454.13	2	ENST00000523930.1_ENST00000519973.5	3605
ENSG00000167034.9	2	ENST00000523261.1_ENST00000380871.4	2295
ENSG00000159167.11	2	ENST00000524323.1_ENST00000290271.6	1999
ENSG00000042980.12	4	ENST00000437154.6_ENST00000518326.1_ENST00000521629.5_ENST00000265769.8	NA
ENSG00000069206.15	3	ENST00000441335.6_ENST00000380789.5,ENST00000175238.10_ENST00000520720.1	NA
ENSG00000104722.13	2	ENST00000518131.5_ENST00000437366.2,ENST00000221166.9,ENST00000433454.3	122
ENSG00000277586.2	2	ENST00000619417.1_ENST00000639464.1,ENST00000610854.1	1425
ENSG00000147459.17	4	ENST00000410074.5_ENST00000481100.5_ENST00000444569.5_ENST00000276440.11	NA
ENSG00000184661.13	2	ENST00000380665.3_ENST00000330560.7	47
ENSG00000221818.8	2	ENST00000408929.7_ENST00000520164.5	2632
ENSG00000221914.9	3	ENST00000640787.1_ENST00000315985.7_ENST00000380737.7	NA
ENSG00000104765.15	5	ENST00000520409.5_ENST00000523515.5_ENST00000518611.5_ENST00000380629.6_ENST00000523949.5	NA
ENSG00000092964.17	2	ENST00000523027.1_ENST00000521913.6,ENST00000311151.9	2151
ENSG00000120907.17	7	ENST00000380572.3_ENST00000380573.3_ENST00000276393.8_ENST00000354550.4_ENST00000519229.5_ENST00000380582.7_ENST00000380586.5	NA
ENSG00000015592.16	6	ENST00000522908.1_ENST00000519614.5_ENST00000523048.5_ENST00000265770.11_ENST00000519997.5_ENST00000350889.8	NA
ENSG00000104228.12	3	ENST00000521253.1_ENST00000521283.1_ENST00000305364.8	NA
ENSG00000120903.12	3	ENST00000240132.7_ENST00000520933.7_ENST00000407991.2	NA
ENSG00000120915.13	2	ENST00000518379.5,ENST00000380476.7,ENST00000517536.5,ENST00000521780.5_ENST00000521400.5	645
ENSG00000120885.21	4	ENST00000521770.1_ENST00000523500.5_ENST00000405140.7_ENST00000316403.14	NA
ENSG00000168077.13	2	ENST00000301904.3_ENST00000337221.8	3756
ENSG00000147419.17	2	ENST00000522915.5_ENST00000356537.8	2741
ENSG00000168078.9	2	ENST00000522944.5_ENST00000301905.8	581
ENSG00000168079.16	4	ENST00000518030.1_ENST00000524352.5_ENST00000380385.6_ENST00000354914.7	NA
ENSG00000134014.16	3	ENST00000524103.5_ENST00000523357.5,ENST00000517975.1_ENST00000380353.8,ENST00000537665.2,ENST00000256398.12,ENST00000521015.5	NA
ENSG00000186918.13	4	ENST00000523095.5_ENST00000523202.5_ENST00000520535.1_ENST00000344423.9	NA
ENSG00000214050.7	3	ENST00000519471.2_ENST00000346498.6_ENST00000518248.5,ENST00000380254.6	NA
ENSG00000012232.8	2	ENST00000523149.5_ENST00000220562.8	2784
ENSG00000104299.14	3	ENST00000517383.1_ENST00000521777.5_ENST00000521022.5,ENST00000416984.6	NA
ENSG00000147421.17	7	ENST00000523613.5_ENST00000558662.5_ENST00000524238.3_ENST00000519047.5_ENST00000355231.9_ENST00000287701.14_ENST00000397358.7	NA
ENSG00000197892.12	3	ENST00000521515.1_ENST00000523130.1_ENST00000524189.5	NA
ENSG00000120875.8	2	ENST00000240101.2_ENST00000240100.6	3475
ENSG00000133872.13	3	ENST00000518296.5_ENST00000521265.5_ENST00000256255.10,ENST00000545648.2	NA
ENSG00000104660.17	6	ENST00000519466.1_ENST00000518001.1_ENST00000518192.5_ENST00000321250.12_ENST00000442880.6_ENST00000523116.5	NA
ENSG00000104671.7	2	ENST00000520829.5_ENST00000221114.7	2619
ENSG00000157110.15	5	ENST00000517860.5_ENST00000520191.5_ENST00000520161.5,ENST00000519647.5_ENST00000339877.8_ENST00000287771.9,ENST00000320203.8,ENST00000397323.8	NA
ENSG00000104687.13	2	ENST00000537535.5,ENST00000541648.5,ENST00000546342.5_ENST00000221130.10	1459
ENSG00000104691.14	4	ENST00000615729.4_ENST00000620074.4_ENST00000341403.9_ENST00000265616.9	NA
ENSG00000104695.12	2	ENST00000520334.5_ENST00000518564.1,ENST00000221138.8	5380
ENSG00000133863.8	2	ENST00000643185.1_ENST00000256246.5,ENST00000638951.1	1423
ENSG00000157168.18	9	ENST00000614767.1_ENST00000520502.6,ENST00000523041.1,ENST00000518206.5,ENST00000520407.5_ENST00000523079.5_ENST00000521670.5_ENST00000519301.5,ENST00000287842.7_ENST00000405005.7_ENST00000523534.5_ENST00000539990.3_ENST00000356819.7	NA
ENSG00000172728.15	3	ENST00000524021.1_ENST00000518672.5_ENST00000327671.9	NA
ENSG00000129696.12	3	ENST00000520636.5_ENST00000360742.9,ENST00000431156.6_ENST00000613904.1	NA
ENSG00000133878.8	2	ENST00000523956.1_ENST00000256261.8	516
ENSG00000156687.10	6	ENST00000404895.6_ENST00000420357.5_ENST00000416672.5_ENST00000449677.1_ENST00000453357.6_ENST00000287272.6	NA
ENSG00000215262.7	2	ENST00000518904.1_ENST00000399881.7	4983
ENSG00000147475.14	5	ENST00000523107.5_ENST00000397228.6_ENST00000335171.10,ENST00000523887.5,ENST00000518586.5_ENST00000519638.1_ENST00000276461.9	NA
ENSG00000020181.17	2	ENST00000412232.2_ENST00000315215.11	920
ENSG00000104221.12	3	ENST00000521170.5_ENST00000520601.5_ENST00000220659.10	NA
ENSG00000156675.15	4	ENST00000524118.1_ENST00000522727.5_ENST00000330843.8_ENST00000287263.8	NA
ENSG00000169154.5	2	ENST00000518826.2_ENST00000307599.4	698
ENSG00000129691.15	3	ENST00000428278.6,ENST00000521652.5_ENST00000343823.10_ENST00000545394.2	NA
ENSG00000156735.10	3	ENST00000521311.1_ENST00000432471.6_ENST00000287322.4	NA
ENSG00000085788.13	5	ENST00000526144.1_ENST00000529845.5_ENST00000528613.1_ENST00000517385.5,ENST00000520272.6_ENST00000397166.6	NA
ENSG00000147535.16	6	ENST00000419686.2_ENST00000422581.6_ENST00000534339.5_ENST00000531823.5_ENST00000524616.5_ENST00000529359.5,ENST00000424479.6	NA
ENSG00000147548.16	5	ENST00000528627.1_ENST00000316985.7_ENST00000527502.5_ENST00000433384.6_ENST00000317025.12	NA
ENSG00000165046.12	2	ENST00000519476.6_ENST00000523983.6,ENST00000297720.9,ENST00000379957.8,ENST00000527175.1,ENST00000527710.5	14110
ENSG00000077782.19	5	ENST00000397108.8_ENST00000397103.5_ENST00000397113.6,ENST00000326324.10,ENST00000356207.9,ENST00000335922.9_ENST00000532791.5_ENST00000425967.7,ENST00000397091.9,ENST00000341462.8,ENST00000447712.6,ENST00000619564.3	NA
ENSG00000196166.3	2	ENST00000437935.2_ENST00000358138.1	545
ENSG00000147526.19	5	ENST00000518415.5,ENST00000521866.5_ENST00000520973.5_ENST00000520611.1_ENST00000518809.5,ENST00000519416.5,ENST00000520615.5_ENST00000276520.12,ENST00000317827.8	NA
ENSG00000169499.14	4	ENST00000616927.4_ENST00000521746.5_ENST00000616834.1_ENST00000617275.4	NA
ENSG00000169490.16	2	ENST00000397070.6_ENST00000456845.6,ENST00000456397.6	1997
ENSG00000168615.11	2	ENST00000466936.5,ENST00000481513.5_ENST00000487273.6	88982
ENSG00000168619.15	2	ENST00000520772.5_ENST00000265707.9,ENST00000379866.5	118489
ENSG00000188676.13	2	ENST00000389060.8_ENST00000502986.2	786
ENSG00000147533.16	2	ENST00000518270.5_ENST00000405786.2,ENST00000357743.8,ENST00000520817.5	1211
ENSG00000147536.11	3	ENST00000520710.5_ENST00000518671.5_ENST00000523277.6,ENST00000276533.3	NA
ENSG00000165066.12	2	ENST00000518699.3_ENST00000524115.2	894
ENSG00000029534.20	3	ENST00000645531.1_ENST00000522231.5,ENST00000314214.12,ENST00000522543.5,ENST00000520299.5_ENST00000289734.12,ENST00000347528.8,ENST00000265709.13	NA
ENSG00000083168.9	2	ENST00000485568.5_ENST00000265713.6,ENST00000396930.3,ENST00000406337.5	12570
ENSG00000070718.11	3	ENST00000517499.5,ENST00000517922.5_ENST00000522606.5_ENST00000396926.7,ENST00000518421.5,ENST00000174653.3	NA
ENSG00000104368.17	4	ENST00000524009.5_ENST00000429710.6_ENST00000519510.5_ENST00000429089.6,ENST00000352041.7,ENST00000220809.8	NA
ENSG00000104365.13	6	ENST00000518983.1_ENST00000519735.5_ENST00000520835.5_ENST00000520810.5_ENST00000522147.4_ENST00000416505.5,ENST00000629753.1	NA
ENSG00000070501.11	2	ENST00000518579.5_ENST00000265421.8,ENST00000517393.1,ENST00000521290.5,ENST00000521492.1	56
ENSG00000078668.13	2	ENST00000522572.5_ENST00000022615.8	148
ENSG00000168575.9	3	ENST00000520179.5_ENST00000520262.5_ENST00000342228.7	NA
ENSG00000176209.11	3	ENST00000490331.2_ENST00000414154.6,ENST00000417410.6_ENST00000438528.7	NA
ENSG00000147434.8	2	ENST00000534622.5_ENST00000276410.6	307
ENSG00000120925.15	3	ENST00000319073.5,ENST00000526349.5_ENST00000527424.5,ENST00000534961.5_ENST00000319104.7	NA
ENSG00000168172.8	2	ENST00000533338.1_ENST00000307602.8	2427
ENSG00000185900.9	2	ENST00000614426.1_ENST00000331373.9	254
ENSG00000165102.14	2	ENST00000521576.1_ENST00000379644.8	2300
ENSG00000164808.16	4	ENST00000518060.5,ENST00000518074.5_ENST00000517693.5,ENST00000519401.5_ENST00000541342.2_ENST00000297423.8	NA
ENSG00000253729.7	3	ENST00000536429.1_ENST00000338368.7_ENST00000314191.6	NA
ENSG00000169139.11	5	ENST00000517630.5_ENST00000523432.5_ENST00000521346.5_ENST00000520809.1_ENST00000523111.6	NA
ENSG00000034239.10	5	ENST00000523092.5_ENST00000522254.5_ENST00000262103.7_ENST00000433756.1_ENST00000523008.5	NA
ENSG00000019549.10	2	ENST00000020945.3_ENST00000642303.1	164
ENSG00000168333.13	3	ENST00000522267.5_ENST00000303202.8,ENST00000517663.5_ENST00000399653.8	NA
ENSG00000147481.15	9	ENST00000643809.1_ENST00000643999.1,ENST00000647073.1,ENST00000647273.1_ENST00000518864.5,ENST00000642377.1,ENST00000642826.1_ENST00000642164.1,ENST00000517473.5_ENST00000522124.5_ENST00000644093.1_ENST00000646880.1_ENST00000643740.1_ENST00000642720.1	NA
ENSG00000168300.13	4	ENST00000521344.1_ENST00000519554.5_ENST00000522514.5_ENST00000360540.9,ENST00000544451.2	NA
ENSG00000023287.12	2	ENST00000519912.1_ENST00000435644.6,ENST00000025008.9	1128
ENSG00000082556.10	2	ENST00000524278.5,ENST00000520287.5_ENST00000613482.1,ENST00000265572.7,ENST00000612786.4	3497
ENSG00000047249.17	3	ENST00000396774.6_ENST00000520188.5,ENST00000359530.6_ENST00000355221.7	NA
ENSG00000187735.13	4	ENST00000518784.5_ENST00000520534.5_ENST00000522635.5_ENST00000396401.7,ENST00000521604.6	NA
ENSG00000120992.17	2	ENST00000343231.10_ENST00000618741.1,ENST00000316963.7,ENST00000618914.4	1039
ENSG00000137547.8	2	ENST00000522521.2_ENST00000260102.8	43
ENSG00000104237.8	3	ENST00000220676.1_ENST00000636932.1_ENST00000637698.1	NA
ENSG00000206579.8	2	ENST00000622811.1_ENST00000327381.6	15905
ENSG00000167904.14	4	ENST00000522576.5_ENST00000521229.5_ENST00000519784.5_ENST00000617977.1,ENST00000617782.4,ENST00000434581.6,ENST00000334667.6	NA
ENSG00000254087.7	2	ENST00000519728.5_ENST00000520220.6	3596
ENSG00000008988.9	5	ENST00000518875.5_ENST00000523936.5,ENST00000519606.5,ENST00000524349.5,ENST00000520627.1,ENST00000521262.5_ENST00000009589.7_ENST00000618656.1_ENST00000519807.5	NA
ENSG00000181690.7	3	ENST00000429357.2_ENST00000423799.6_ENST00000316981.7	NA
ENSG00000170791.17	7	ENST00000517933.5_ENST00000519367.1_ENST00000521831.5_ENST00000521524.5,ENST00000523061.5_ENST00000396723.9_ENST00000355315.7,ENST00000303759.3,ENST00000518801.5_ENST00000523975.5	NA
ENSG00000170786.12	3	ENST00000522671.1_ENST00000303749.7_ENST00000396721.6	NA
ENSG00000181195.10	5	ENST00000518770.1_ENST00000523051.5_ENST00000451791.6_ENST00000314922.3_ENST00000517415.1	NA
ENSG00000104331.8	2	ENST00000517461.1_ENST00000262644.8	6200
ENSG00000215114.8	2	ENST00000521796.1_ENST00000399598.6	16395
ENSG00000137575.11	2	ENST00000520168.5,ENST00000424270.6_ENST00000413219.6,ENST00000447182.6,ENST00000523483.5,ENST00000630925.1,ENST00000260130.8	804
ENSG00000035681.7	2	ENST00000427130.6_ENST00000038176.7	266
ENSG00000104388.14	4	ENST00000452437.1_ENST00000529579.5_ENST00000531289.5_ENST00000262646.11	NA
ENSG00000171316.11	3	ENST00000525508.1_ENST00000524602.5_ENST00000423902.6	NA
ENSG00000198363.17	14	ENST00000517661.5_ENST00000379449.10_ENST00000522603.5_ENST00000389204.8_ENST00000517856.5_ENST00000519264.5_ENST00000522835.5_ENST00000517847.6_ENST00000517903.5_ENST00000519234.5,ENST00000518068.5_ENST00000356457.9,ENST00000445642.6_ENST00000522919.5_ENST00000541428.5_ENST00000379454.8	NA
ENSG00000185728.16	5	ENST00000621413.4_ENST00000621820.4,ENST00000621957.4_ENST00000621890.4_ENST00000517371.5_ENST00000617200.1,ENST00000623280.3,ENST00000539294.5	NA
ENSG00000066855.15	2	ENST00000262146.8,ENST00000458689.2,ENST00000518800.5_ENST00000527155.5,ENST00000521247.6	60699
ENSG00000205268.10	3	ENST00000396642.7_ENST00000379419.8_ENST00000401827.7	NA
ENSG00000147573.16	3	ENST00000276573.11_ENST00000350034.4_ENST00000353317.9,ENST00000315962.8	NA
